Original_BBL,2021_bbl,facility_type,environmental_concern,facility_feature,map_year,created_date,image_id,comments_string
5080200123,5080200123,Unknown,Not Reported,No Features Visible,1950,01/13/2010,55285,No Additional Comments
5080200123,5080200123,Unknown,Not Reported,No Features Visible,1962,01/13/2010,55286,No Additional Comments
5076320151,5076320151,Other (input),Not Reported,Other,1937,01/21/2010,54945,Portion of parcel lies in roadway. Portion of parcel has no features visible.
5076320151,5076320151,Other (input),Not Reported,Other,1962,01/21/2010,54947,Portion of parcel lies in roadway. Portion of parcel has no features visible.
5076320151,5076320151,Other (input),Not Reported,Other,1977,01/21/2010,54948,Portion of parcel lies in roadway. Portion of parcel has no features visible.
5076320151,5076320151,Commercial,Not Reported,Other,1917,03/03/2010,54944,"Office building associated with M.J. Dady Co. Marked as 'Mostly Vacant, buildings used for storage'. Portion of parcel has no features visible."
5076320151,5076320151,Other (input),Not Reported,Other,1950,01/21/2010,54946,Portion of parcel lies in roadway. Portion of parcel has no features visible.
5076320151,5076320151,Other (input),Not Reported,Other,1982,01/21/2010,54950,Portion of parcel lies in roadway. Portion of parcel has no features visible.
5076320050,5076320050,Unknown,Not Reported,No Features Visible,1981,01/21/2010,54970,No Additional Comments
3019000010,3019000009,Residential,Not Reported,Residential/dwelling,1935,11/25/2009,31348,No Additional Comments
5076320050,5076320050,Unknown,Not Reported,No Features Visible,1962,01/21/2010,54968,No Additional Comments
5076320050,5076320050,Unknown,Not Reported,No Features Visible,1977,01/21/2010,54969,No Additional Comments
5076320150,5076320150,Unknown,Not Reported,No Features Visible,1982,01/21/2010,54943,No Additional Comments
5076320050,5076320050,Unknown,Not Reported,No Features Visible,1950,01/21/2010,54967,No Additional Comments
5076320050,5076320050,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1917,01/21/2010,54965,Parcel lies in waterway (Arthur Kill). Portion of parcel has no features visible.
5076320150,5076320150,Unknown,Not Reported,No Features Visible,1962,01/21/2010,54940,No Additional Comments
5076320050,5076320050,Other (input),Fill,Other,1937,02/26/2010,54966,A portion of Arthur Kill was filled in.
5076320050,5076320050,Unknown,Not Reported,No Features Visible,1983,01/21/2010,54971,No Additional Comments
5074000081,5074000081,Unknown,Not Reported,No Features Visible,1983,01/12/2010,53986,No Additional Comments
5076320050,5076320050,Unknown,Not Reported,No Features Visible,1937,01/21/2010,54966,No Additional Comments
5076320150,5076320150,Unknown,Not Reported,No Features Visible,1950,01/21/2010,54939,No Additional Comments
5076320150,5076320150,Unknown,Not Reported,No Features Visible,1977,01/21/2010,54941,No Additional Comments
5076320150,5076320150,Industrial,Industry,Industrial operations,1917,01/21/2010,54937,"M.J. Dady Co. Mostly vacant, buildings used for storage. Buildings includes 2 office buildings, one marked 'not used', and four unmarked. Portion of parcel has no features visible."
5076320150,5076320150,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1917,01/21/2010,54937,Portion of parcel lies in waterway (Arthur Kills).
5076320150,5076320150,Unknown,Not Reported,No Features Visible,1937,01/21/2010,54938,No Additional Comments
5076320150,5076320150,Unknown,Not Reported,No Features Visible,1981,01/21/2010,54942,No Additional Comments
5076320150,5076320150,Other (input),Fill,Other,1937,02/26/2010,54938,A portion of Arthur Kill was filled in.
5074000075,5074000075,Unknown,Not Reported,No Features Visible,1937,01/12/2010,53973,No Additional Comments
5074000075,5074000075,Unknown,Not Reported,No Features Visible,1962,01/12/2010,53975,No Additional Comments
5074000075,5074000075,Unknown,Not Reported,No Features Visible,1950,01/12/2010,53974,No Additional Comments
5074000075,5074000075,Unknown,Not Reported,No Features Visible,1977,01/12/2010,53976,No Additional Comments
5074000075,5074000075,Unknown,Not Reported,No Features Visible,1981,01/12/2010,53977,No Additional Comments
4025290043,4025290030,Industrial,Coal Storage,Coal Storage,1914,02/08/2010,44433,Coal pockets.
5074000075,5074000075,Unknown,Not Reported,No Features Visible,1982,01/12/2010,53978,No Additional Comments
5074000075,5074000075,Unknown,Not Reported,No Features Visible,1983,01/12/2010,53979,No Additional Comments
5074080044,5074080044,Unknown,Not Reported,No Features Visible,1917,01/21/2010,54099,No Additional Comments
5074080044,5074080044,Unknown,Not Reported,No Features Visible,1937,01/21/2010,54100,No Additional Comments
5074080044,5074080044,Unknown,Not Reported,No Features Visible,1977,01/21/2010,54103,No Additional Comments
5074080044,5074080044,Unknown,Not Reported,No Features Visible,1982,01/21/2010,54105,No Additional Comments
5074080044,5074080044,Unknown,Not Reported,No Features Visible,1981,01/21/2010,54104,No Additional Comments
5074000081,5074000081,Unknown,Not Reported,No Features Visible,1937,01/12/2010,53980,No Additional Comments
5074000081,5074000081,Unknown,Not Reported,No Features Visible,1950,01/12/2010,53981,No Additional Comments
5074000081,5074000081,Unknown,Not Reported,No Features Visible,1977,01/12/2010,53983,No Additional Comments
5074000081,5074000081,Unknown,Not Reported,No Features Visible,1982,01/12/2010,53985,No Additional Comments
5074000081,5074000081,Unknown,Not Reported,No Features Visible,1981,01/12/2010,53984,No Additional Comments
5074000085,5074000085,Unknown,Not Reported,Building,1982,01/12/2010,53992,No Additional Comments
5074000085,5074000085,Unknown,Not Reported,Building,1983,01/12/2010,53993,No Additional Comments
5074000085,5074000085,Unknown,Not Reported,Building,1937,01/12/2010,53987,No Additional Comments
5074000085,5074000085,Unknown,Not Reported,Building,1977,01/12/2010,53990,No Additional Comments
5074000085,5074000085,Unknown,Not Reported,Building,1981,01/12/2010,53991,No Additional Comments
5074000085,5074000085,Unknown,Not Reported,Building,1962,01/12/2010,53989,No Additional Comments
5074000085,5074000085,Unknown,Not Reported,Building,1950,01/12/2010,53988,No Additional Comments
5074000097,5074000097,Unknown,Not Reported,No Features Visible,1982,01/12/2010,53999,No Additional Comments
5074000097,5074000097,Residential,Not Reported,Residential/dwelling,1950,01/12/2010,53995,Residential building with associated building labeled as 'fire damage'.
5074000097,5074000097,Residential,Not Reported,Residential/dwelling,1962,01/12/2010,53996,No Additional Comments
5074000097,5074000097,Unknown,Not Reported,No Features Visible,1981,01/12/2010,53998,No Additional Comments
5074000097,5074000097,Unknown,Not Reported,No Features Visible,1983,01/12/2010,54000,No Additional Comments
5074000097,5074000097,Unknown,Not Reported,No Features Visible,1977,01/12/2010,53997,No Additional Comments
5074080170,5074080170,Unknown,Not Reported,No Features Visible,1917,01/21/2010,54078,No Additional Comments
5074080170,5074080170,Unknown,Not Reported,No Features Visible,1962,01/21/2010,54081,No Additional Comments
5074080170,5074080170,Unknown,Not Reported,No Features Visible,1950,01/21/2010,54080,No Additional Comments
5074080170,5074080170,Unknown,Not Reported,No Features Visible,1977,01/21/2010,54082,No Additional Comments
5074080170,5074080170,Unknown,Not Reported,No Features Visible,1982,01/21/2010,54084,No Additional Comments
5074080170,5074080170,Unknown,Not Reported,No Features Visible,1937,01/21/2010,54079,No Additional Comments
5074080170,5074080170,Unknown,Not Reported,No Features Visible,1981,01/21/2010,54083,No Additional Comments
5079830016,5079830016,Other (input),Not Reported,Other,1937,01/21/2010,55022,Detached garage. Portion of parcel has no features visible.
5079830016,5079830016,Other (input),Not Reported,Other,1950,01/21/2010,55023,Tool shed. Portion of parcel has no features visible.
5079830016,5079830016,Other (input),Not Reported,Other,1962,01/21/2010,55024,Tool shed. Portion of parcel has no features visible.
5079830016,5079830016,Industrial,Works,Metal Works,1981,01/21/2010,55026,Sheet metal works. Portion of parcel has no features visible.
5079830016,5079830016,Industrial,Works,Metal Works,1982,01/21/2010,55027,Sheet metal works. Portion of parcel has no features visible.
2023710010,2023710010,Commercial,Not Reported,Store,1969,12/16/2009,37132,No Additional Comments
5079830016,5079830016,Residential,Not Reported,Residential/dwelling,1917,01/21/2010,55021,Portion of parcel has no features visible.
3017160046,3017160044,Commercial,Not Reported,Other,1947,03/03/2010,30467,Steel Drum Storage
5074080150,5074080150,Unknown,Not Reported,Building,1937,01/21/2010,54072,Two unmarked buildings. Portion of parcel has no features visible.
5079830016,5079830016,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1917,01/21/2010,55021,Portion of parcel lies in waterway (marsh and Arthur Kill)
5079830016,5079830016,Vacant,Not Reported,Building,1917,01/21/2010,55021,No Additional Comments
5079830016,5079830016,Industrial,Works,Metal Works,1977,01/21/2010,55025,Sheet metal works. Portion of parcel has no features visible.
5079830016,5079830016,Other (input),Fill,Other,1937,02/26/2010,55022,A portion of Arthur Kill Marsh was filled in.
5074080150,5074080150,Unknown,Not Reported,Building,1917,01/21/2010,54071,Unmarked building. Portion of parcel has no features visible.
5074080150,5074080150,Unknown,Not Reported,Building,1950,01/21/2010,54073,Two unmarked buildings. Portion of parcel has no features visible.
5074080150,5074080150,Unknown,Not Reported,Building,1962,01/21/2010,54074,Two unmarked buildings. Portion of parcel has no features visible.
5074080150,5074080150,Unknown,Not Reported,No Features Visible,1981,01/21/2010,54076,No Additional Comments
5074080150,5074080150,Unknown,Not Reported,Building,1937,01/21/2010,54072,Two unmarked buildings. Portion of parcel has no features visible.
5074080150,5074080150,Unknown,Not Reported,No Features Visible,1982,01/21/2010,54077,No Additional Comments
5074080100,5074080100,Unknown,Not Reported,No Features Visible,1962,01/21/2010,54046,No Additional Comments
5074080100,5074080100,Unknown,Not Reported,No Features Visible,1937,01/21/2010,54044,No Additional Comments
5074080100,5074080100,Unknown,Not Reported,No Features Visible,1981,01/21/2010,54048,No Additional Comments
5074080100,5074080100,Unknown,Not Reported,No Features Visible,1950,01/21/2010,54045,No Additional Comments
5074000250,5074000250,Unknown,Not Reported,No Features Visible,1937,01/21/2010,53938,No Additional Comments
5074080100,5074080100,Unknown,Not Reported,No Features Visible,1917,01/21/2010,54043,No Additional Comments
5074080100,5074080100,Unknown,Not Reported,No Features Visible,1983,01/21/2010,54049,No Additional Comments
5074080100,5074080100,Unknown,Not Reported,No Features Visible,1977,01/21/2010,54047,No Additional Comments
5074000250,5074000250,Unknown,Not Reported,No Features Visible,1950,01/21/2010,53939,No Additional Comments
5074000250,5074000250,Unknown,Not Reported,No Features Visible,1981,01/21/2010,53942,No Additional Comments
5074000250,5074000250,Unknown,Not Reported,No Features Visible,1983,01/21/2010,53943,No Additional Comments
5080020003,5080020003,Unknown,Not Reported,No Features Visible,1962,01/21/2010,55189,No Additional Comments
5074000250,5074000250,Unknown,Not Reported,No Features Visible,1977,01/21/2010,53941,No Additional Comments
5074000250,5074000250,Unknown,Not Reported,No Features Visible,1962,01/21/2010,53940,No Additional Comments
5074000250,5074000250,Unknown,Not Reported,No Features Visible,1986,01/21/2010,53944,No Additional Comments
5079910026,5079910026,Residential,Not Reported,Residential/dwelling,1937,01/12/2010,55057,No Additional Comments
5079910026,5079910026,Residential,Not Reported,Residential/dwelling,1950,01/12/2010,55058,No Additional Comments
5079910026,5079910026,Residential,Not Reported,Residential/dwelling,1962,01/12/2010,55059,No Additional Comments
5079910026,5079910026,Residential,Not Reported,Residential/dwelling,1977,01/12/2010,55060,No Additional Comments
5079910026,5079910026,Residential,Not Reported,Residential/dwelling,1981,01/12/2010,55061,No Additional Comments
5079910026,5079910026,Residential,Not Reported,Residential/dwelling,1982,01/12/2010,55062,No Additional Comments
5079910039,5079910039,Unknown,Not Reported,No Features Visible,1982,01/21/2010,97401,No Additional Comments
3019000011,3019000009,Commercial,Not Reported,Store,1935,01/07/2010,31355,Oven Room with in comemrciall building.
5079910039,5079910039,Unknown,Not Reported,No Features Visible,1981,01/21/2010,97400,No Additional Comments
5079910039,5079910039,Manufacturing,Manufacturing,Manufacturing/Supply,1962,03/04/2010,55066,"Kirinn & Co. Metal Furnace Mfg.: Kilns, railroad spur, repairing, engine room, offices, clay storage (vacant), mill room (vacant), vacant building and  unmarked building."
5079910039,5079910039,Manufacturing,Manufacturing,Manufacturing/Supply,1950,03/04/2010,55065,"Kirinn & Co. Metal Furnace Mfg.: Kilns, railroad spur, repairing, engine room, offices, clay storage, mill room and unmarked building."
5079910039,5079910039,Manufacturing,Manufacturing,Manufacturing/Supply,1937,03/04/2010,55064,"Atlantic Terra Cotta Co.:(not in operation) railroad spur, hay rack, kilns, lab, sand dryer, boiler ho., clay storage, fitting shop, polychrome dept., mill and engine."
5079910039,5079910039,Manufacturing,Manufacturing,Coal Storage,1917,03/04/2010,55063,"Atlantic Terra Cotta Co.: tile yard, railroad spur, salt hay, kilns, coal bins, storage, sand blaster and dryer, fitting shop, clay bins, polychrome dept. and hoist."
5079910039,5079910039,Unknown,Not Reported,No Features Visible,1977,01/21/2010,55067,No Additional Comments
5073850236,5073850236,Commercial,Not Reported,Warehouse,1992,01/21/2010,53861,No Additional Comments
5073850236,5073850236,Other (input),Not Reported,Stable,1993,01/21/2010,53862,Horse stables
5073850236,5073850236,Commercial,Not Reported,Other,1993,01/21/2010,53862,Contractor's yard with associated detached garage.
5073850236,5073850236,Unknown,Not Reported,Building,1993,01/21/2010,53862,Two unmarked buildings.
5073850236,5073850236,Other (input),Not Reported,Stable,1994,01/21/2010,53863,Horse stables
5073850236,5073850236,Commercial,Not Reported,Other,1994,01/21/2010,53863,Contractor's yard with associated detached garage.
5073850236,5073850236,Unknown,Not Reported,Building,1994,01/21/2010,53863,Two unmarked buildings.
5073850236,5073850236,Commercial,Not Reported,Warehouse,1995,01/21/2010,53864,No Additional Comments
5073850236,5073850236,Other (input),Not Reported,Stable,1996,01/21/2010,53865,Horse stables
5073850236,5073850236,Residential,Not Reported,Residential/dwelling,1992,01/21/2010,53861,No Additional Comments
5073850236,5073850236,Other (input),Not Reported,Stable,1992,01/21/2010,53861,Horse stables
5073850236,5073850236,Commercial,Not Reported,Other,1992,01/21/2010,53861,Contractor's yard with associated detached garage.
5073850236,5073850236,Unknown,Not Reported,Building,1992,01/21/2010,53861,Two unmarked buildings.
5073850236,5073850236,Residential,Not Reported,Residential/dwelling,1993,01/21/2010,53862,No Additional Comments
5073850236,5073850236,Commercial,Not Reported,Warehouse,1993,01/21/2010,53862,No Additional Comments
5073850236,5073850236,Residential,Not Reported,Residential/dwelling,1994,01/21/2010,53863,No Additional Comments
5073850236,5073850236,Commercial,Not Reported,Warehouse,1994,01/21/2010,53863,No Additional Comments
5073850236,5073850236,Residential,Not Reported,Residential/dwelling,1995,01/21/2010,53864,No Additional Comments
5073850236,5073850236,Other (input),Not Reported,Stable,1995,01/21/2010,53864,Horse stables
5073850236,5073850236,Commercial,Not Reported,Other,1995,01/21/2010,53864,Contractor's yard with associated detached garage.
5073850236,5073850236,Unknown,Not Reported,Building,1995,01/21/2010,53864,Two unmarked buildings.
5073850236,5073850236,Residential,Not Reported,Residential/dwelling,1996,01/21/2010,53865,No Additional Comments
5073850236,5073850236,Residential,Not Reported,Residential/dwelling,2002,01/21/2010,53867,Portion of parcel has no features visible.
5073850236,5073850236,Commercial,Not Reported,Warehouse,2002,01/21/2010,53867,No Additional Comments
5073850236,5073850236,Commercial,Not Reported,Other,1996,01/21/2010,53865,Contractor's yard with associated detached garage.
5073850236,5073850236,Unknown,Not Reported,Building,1996,01/21/2010,53865,Two unmarked buildings.
5073850236,5073850236,Residential,Not Reported,Residential/dwelling,2001,01/21/2010,53866,Portion of parcel has no features visible.
5073850236,5073850236,Commercial,Not Reported,Warehouse,2001,01/21/2010,53866,No Additional Comments
5073850236,5073850236,Commercial,Not Reported,Warehouse,1996,01/21/2010,53865,No Additional Comments
5073850028,5073850028,Residential,Not Reported,Residential/dwelling,1950,01/21/2010,53883,Residential building with associated detached garage and unmarked building.Portion of parcel lies in roadways (Plaza Rd. and Forsnap Rd.). Portion of parcel has no features visible.
5073850028,5073850028,Other (input),Not Reported,Other,1981,01/21/2010,53886,Parcel lies in roadways (Plaza Rd. and Forsnap Rd.). Portion of parcel has no features visible.
5080020003,5080020003,Unknown,Not Reported,No Features Visible,1981,01/21/2010,55191,No Additional Comments
5073850028,5073850028,Residential,Not Reported,Residential/dwelling,1937,01/21/2010,53882,Residential building with associated detached garage and unmarked building.Portion of parcel lies in roadways (Plaza Rd. and Forsnap Rd.). Portion of parcel has no features visible.
5073850028,5073850028,Other (input),Not Reported,Other,1962,01/21/2010,53884,Parcel lies in roadways (Plaza Rd. and Forsnap Rd.). Portion of parcel has no features visible.
5073850028,5073850028,Other (input),Not Reported,Other,1977,01/21/2010,53885,Parcel lies in roadways (Plaza Rd. and Forsnap Rd.). Portion of parcel has no features visible.
5073850028,5073850028,Other (input),Not Reported,Other,1982,01/21/2010,53887,Parcel lies in roadways (Plaza Rd. and Forsnap Rd.). Portion of parcel has no features visible.
5080020004,5080020004,Unknown,Not Reported,No Features Visible,1977,03/04/2010,55197,No Additional Comments
5073850028,5073850028,Other (input),Not Reported,Other,1983,01/21/2010,53888,Parcel lies in roadways (Plaza Rd. and Forsnap Rd.). Portion of parcel has no features visible.
5079870001,5079870001,Unknown,Not Reported,No Features Visible,1937,01/21/2010,55036,No Additional Comments
5079950030,5079950030,Unknown,Not Reported,No Features Visible,1962,01/13/2010,55085,No Additional Comments
5079870001,5079870001,Unknown,Not Reported,No Features Visible,1982,01/21/2010,55041,No Additional Comments
5079910101,5079910101,Other (input),Fill,Other,1917,03/04/2010,55049,A portion of the Arthur Kill was filled in.
5079910101,5079910101,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1917,03/04/2010,55049,A portion of the parcel lies in the Arthur Kill waterway.
5079870001,5079870001,Unknown,Not Reported,No Features Visible,1981,01/21/2010,55040,No Additional Comments
5079870001,5079870001,Commercial,Not Reported,Building,1917,01/21/2010,55035,"Vogel's Riverside Hotel with associated detached stables, boat house and unmarked buildings."
5079870001,5079870001,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1917,01/21/2010,55035,Portion of parcel lies in waterway (Arthur Kill).
5079950030,5079950030,Unknown,Not Reported,No Features Visible,1977,01/13/2010,55086,No Additional Comments
5079910101,5079910101,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1937,03/04/2010,55050,A portion of the parcel lies in the Arthur Kill waterway.
5079870001,5079870001,Unknown,Not Reported,No Features Visible,1977,01/21/2010,55039,No Additional Comments
5079870001,5079870001,Other (input),Fill,Other,1937,02/26/2010,55029,A portion of Arthur Kill was filled in.
5079870001,5079870001,Unknown,Not Reported,No Features Visible,1962,01/21/2010,55038,No Additional Comments
5079870001,5079870001,Unknown,Not Reported,No Features Visible,1950,01/21/2010,55037,No Additional Comments
5079950030,5079950030,Residential,Not Reported,Residential/dwelling,1917,01/13/2010,55082,No Additional Comments
5079950030,5079950030,Residential,Not Reported,Residential/dwelling,1937,01/13/2010,55083,Residential building with associated detached garage.
5079950030,5079950030,Unknown,Not Reported,No Features Visible,1981,01/13/2010,55087,No Additional Comments
5079950030,5079950030,Unknown,Not Reported,No Features Visible,1982,01/13/2010,55088,No Additional Comments
5079910101,5079910101,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1977,03/04/2010,55053,A portion of the parcel lies in the Arthur Kill waterway and includes shoreline and bulkhead features.
5079910101,5079910101,Manufacturing,Manufacturing,Manufacturing/Supply,1917,03/04/2010,55049,"Atlantic Terra Cotta Co. Parcel includes a rail spur, fitting shop, mould yard, tile storage yard, pressing shops, steam dryers, spraying rooms, multiple kilns, clay bins, refuse piles, 3 boilers."
5080030110,5080030110,Vacant,Not Reported,Building,1898,03/04/2010,55234,Parcel includes a vacant building and a storage building.
5079910101,5079910101,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1950,03/04/2010,55051,A portion of the parcel lies in the Arthur Kill waterway.
5079910101,5079910101,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1950,03/04/2010,55051,A portion of the parcel lies in the Arthur Kill waterway and includes shoreline and bulkhead features.
5079910101,5079910101,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1962,03/04/2010,55052,A portion of the parcel lies in the Arthur Kill waterway and includes shoreline and bulkhead features.
5079910101,5079910101,Manufacturing,Coal Storage,Coal Storage,1917,03/04/2010,55049,Atlantic Terra Cotta Co. Parcel includes a coal bin.
5079910101,5079910101,Manufacturing,Manufacturing,Manufacturing/Supply,1937,03/04/2010,55050,"Atlantic Terra Cotta Co. Labeled 'not in operation'. Parcel includes a rail spur, fitting shop, pressing shops, steam dryers, spraying rooms, multiple kilns, clay bins, refuse piles, 3 boilers."
5079910101,5079910101,Manufacturing,Manufacturing,Manufacturing/Supply,1950,03/04/2010,55051,"Kirin & Co. Metal Furniture Manufacturing. Parcel includes a rail spur, storage, clay storage, multiple kilns."
5079910101,5079910101,Manufacturing,Manufacturing,Manufacturing/Supply,1962,03/04/2010,55052,"Kirin & Co. Metal Furniture Manufacturing. Parcel includes a rail spur, storage, clay storage, multiple kilns."
5079910101,5079910101,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1981,03/04/2010,55054,A portion of the parcel lies in the Arthur Kill waterway and includes shoreline and bulkhead features.
5079910101,5079910101,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1982,03/04/2010,55055,A portion of the parcel lies in the Arthur Kill waterway and includes shoreline and bulkhead features.
5073850275,5073850275,Unknown,Not Reported,No Features Visible,1990,01/21/2010,53877,No Additional Comments
5073850275,5073850275,Unknown,Not Reported,No Features Visible,1994,01/21/2010,53880,No Additional Comments
5073850275,5073850275,Unknown,Not Reported,No Features Visible,1988,01/21/2010,53875,No Additional Comments
5073850275,5073850275,Unknown,Not Reported,No Features Visible,1989,01/21/2010,53876,No Additional Comments
5073850275,5073850275,Unknown,Not Reported,No Features Visible,1992,01/21/2010,53878,No Additional Comments
5073850275,5073850275,Unknown,Not Reported,No Features Visible,1995,01/21/2010,53881,No Additional Comments
5073850275,5073850275,Unknown,Not Reported,No Features Visible,1993,01/21/2010,53879,No Additional Comments
5073850300,5073850300,Commercial,Not Reported,Warehouse,1994,01/21/2010,53891,Two warehouses
5079910065,5079910065,Manufacturing,Manufacturing,Manufacturing/Supply,1917,03/04/2010,55068,"Atlantic Terra Cotta Co. Parcel includes a rail spur, fitting shop, mould yard, tile storage yard, pressing shops, steam dryers, spraying rooms, multiple kilns, clay bins, refuse piles, 3 boilers."
5080020018,5080020018,Unknown,Not Reported,No Features Visible,1977,03/04/2010,55161,No Additional Comments
5080020003,5080020003,Commercial,Not Reported,Building,1917,01/21/2010,55186,Central Hotel and Saloon with associated detached shed.
5080020003,5080020003,Unknown,Not Reported,No Features Visible,1950,01/21/2010,55188,No Additional Comments
5080020003,5080020003,Unknown,Not Reported,No Features Visible,1977,01/21/2010,55190,No Additional Comments
5073850300,5073850300,Commercial,Not Reported,Building,1995,01/21/2010,53892,No Additional Comments
5074000260,5074000260,Unknown,Not Reported,No Features Visible,1983,01/21/2010,53950,No Additional Comments
5074000260,5074000260,Unknown,Not Reported,No Features Visible,1986,01/21/2010,53951,No Additional Comments
5080020021,5080020021,Commercial,Repair,Shipyard/ship building,1950,01/21/2010,55173,Parcel associated with Tottenville Marine Basin boat repair yard.
5074000260,5074000260,Unknown,Not Reported,No Features Visible,1937,01/21/2010,53945,No Additional Comments
5080020009,5080020009,Commercial,Storage,Shipyard/ship building,1898,03/04/2010,55220,J.S. Ellis & Son Rail ways & Ship yard.
5073850300,5073850300,Commercial,Not Reported,Warehouse,1996,01/21/2010,53893,Two warehouses
5074000260,5074000260,Unknown,Not Reported,No Features Visible,1950,01/21/2010,53946,No Additional Comments
5074000260,5074000260,Unknown,Not Reported,No Features Visible,1977,01/21/2010,53948,No Additional Comments
5080020018,5080020018,Unknown,Not Reported,No Features Visible,1981,03/04/2010,55162,No Additional Comments
5074000260,5074000260,Unknown,Not Reported,No Features Visible,1981,01/21/2010,53949,No Additional Comments
5080020009,5080020009,Commercial,Storage,Shipyard/ship building,1962,03/04/2010,55224,"Tottenville Marine Basin- Boat Repair Yard. Includes paint storage, a store and an engine house."
5073850300,5073850300,Residential,Not Reported,Residential/dwelling,2002,01/21/2010,53895,"Two residential buildings, one with associated detached garage. Portion of parcel has no features visible."
5074000260,5074000260,Unknown,Not Reported,No Features Visible,1962,01/21/2010,53947,No Additional Comments
5080020021,5080020021,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1937,01/21/2010,55172,Portion of parcel lies on waterway (Arthur Kill Channel). Portion of parcel has no features visible.
5080020017,5080020017,Unknown,Not Reported,No Features Visible,1982,03/04/2010,55156,No Additional Comments
5080020021,5080020021,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1950,01/21/2010,55173,Portion of parcel lies on waterway (Arthur Kill Channel)
5080020021,5080020021,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1962,01/21/2010,55174,Portion of parcel lies on waterway (Arthur Kill Channel)
5080020009,5080020009,Unknown,Not Reported,No Features Visible,1977,03/04/2010,55225,No Additional Comments
5073850300,5073850300,Residential,Not Reported,Residential/dwelling,1996,01/21/2010,53893,"Two residential buildings, one with associated detached garage. Portion of parcel has no features visible."
5080020021,5080020021,Commercial,Repair,Shipyard/ship building,1962,01/21/2010,55174,Parcel associated with Tottenville Marine Basin boat repair yard.
5080020021,5080020021,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1977,01/21/2010,55175,Portion of parcel lies on waterway (Arthur Kill Channel). Portion of parcel has no features visible.
5080020017,5080020017,Commercial,Tank,Tank,1917,03/04/2010,55150,Parcel includes two asphalt kettles.
5080020021,5080020021,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1982,01/21/2010,55177,Portion of parcel lies on waterway (Arthur Kill Channel). Portion of parcel has no features visible.
5080020021,5080020021,Institutional,Coal Storage,Coal Storage,1917,01/21/2010,55171,Portion of parcel has no features visible.
5080020021,5080020021,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1917,01/21/2010,55171,Portion of parcel lies on waterway (Arthur Kill Channel)
5073850300,5073850300,Residential,Not Reported,Residential/dwelling,2001,01/21/2010,53894,"Two residential buildings, one with associated detached garage. Portion of parcel has no features visible."
5080020021,5080020021,Other (input),Fill,Other,1937,02/26/2010,55172,A portion of Arthur Kill was filled in.
5080020018,5080020018,Unknown,Not Reported,No Features Visible,1950,03/04/2010,55159,No Additional Comments
5080020018,5080020018,Unknown,Not Reported,No Features Visible,1962,03/04/2010,55160,No Additional Comments
5080020018,5080020018,Unknown,Not Reported,No Features Visible,1982,03/04/2010,55163,No Additional Comments
5080020018,5080020018,Unknown,Not Reported,Building,1917,03/04/2010,55157,Parcel contains an unmarked building.
5080020018,5080020018,Unknown,Not Reported,No Features Visible,1937,03/04/2010,55158,No Additional Comments
5080020003,5080020003,Unknown,Not Reported,No Features Visible,1937,01/21/2010,55187,No Additional Comments
5073850300,5073850300,Commercial,Not Reported,Warehouse,2001,01/21/2010,53894,No Additional Comments
5080020017,5080020017,Unknown,Not Reported,No Features Visible,1981,03/04/2010,55155,No Additional Comments
5080020017,5080020017,Unknown,Not Reported,No Features Visible,1937,03/04/2010,55151,No Additional Comments
5080020017,5080020017,Unknown,Not Reported,No Features Visible,1962,03/04/2010,55153,No Additional Comments
5080020017,5080020017,Unknown,Not Reported,No Features Visible,1977,03/04/2010,55154,No Additional Comments
5080020004,5080020004,Unknown,Not Reported,No Features Visible,1937,03/04/2010,55194,No Additional Comments
5080020016,5080020016,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1898,03/04/2010,55143,A portion of the parcel lies in the Arthur Kill waterway. Includes shoreline features and marine ways.
5080020016,5080020016,Commercial,Not Reported,Other,1917,03/04/2010,55144,"Storage building for road machinery. Parcel has no other visible features. Commercial building with traction engine, a horizontal boiler, and iron rotary mixers."
5080020016,5080020016,Unknown,Not Reported,No Features Visible,1962,03/04/2010,55147,No Additional Comments
5080020016,5080020016,Unknown,Not Reported,No Features Visible,1981,03/04/2010,55149,No Additional Comments
5073850300,5073850300,Commercial,Not Reported,Building,2001,01/21/2010,53894,No Additional Comments
5080020016,5080020016,Unknown,Not Reported,No Features Visible,1937,03/04/2010,55145,No Additional Comments
